customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Monthly_Charge_Range,Predicted_Churn_Probability,Churn_Risk_Percentage,Predicted_Churn,Prediction_Correct,Churn_Risk_Category,Churn_Risk_Score,Retention_Priority,Retention_Action,High_Risk_Flag
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No,0–12 Months,$70.01–$90,0.5103039576778412,51.03,Yes,No,Medium Risk,51,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8467-WYNSR,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,No,13–24 Months,$35.01–$70,0.09992237271151119,9.99,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,No,13–24 Months,$35.01–$70,0.16261578117042433,16.26,No,Yes,Low Risk,16,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,13–24 Months,$90.01–$120,0.7340352148297149,73.4,Yes,No,High Risk,73,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
9448-REEVD,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,0–12 Months,$35.01–$70,0.33611301928882836,33.61,No,No,Medium Risk,34,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No,49–72 Months,$0–$35,0.002553637441658894,0.26,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8388-FYNPZ,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,No,0–12 Months,$35.01–$70,0.2889479029207025,28.89,No,Yes,Low Risk,29,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,25–48 Months,$70.01–$90,0.12033856667705578,12.03,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,25–48 Months,$70.01–$90,0.4271564539484808,42.72,No,Yes,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2826-DXLQO,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No,0–12 Months,$0–$35,0.34669927844239673,34.67,No,Yes,Medium Risk,35,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4378-BZYFP,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,No,13–24 Months,$0–$35,0.0754861662731015,7.55,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9489-UTFKA,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,0–12 Months,$35.01–$70,0.2735507157641877,27.36,No,Yes,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,49–72 Months,$70.01–$90,0.016499359700849762,1.65,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,0–12 Months,$35.01–$70,0.43874645812928526,43.87,No,No,Medium Risk,44,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9889-TMAHG,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes,0–12 Months,$90.01–$120,0.4228162294155869,42.28,No,No,Medium Risk,42,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Yes,0–12 Months,$0–$35,0.19991964799443554,19.99,No,No,Low Risk,20,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,No,0–12 Months,$0–$35,0.14704836274626504,14.7,No,Yes,Low Risk,15,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,49–72 Months,$70.01–$90,0.005361169193747545,0.54,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3158-MOERK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,0–12 Months,$90.01–$120,0.8222771659489447,82.23,Yes,Yes,High Risk,82,Priority 1 - Critical,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
7294-TMAOP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,0–12 Months,$90.01–$120,0.7138820783506888,71.39,Yes,Yes,High Risk,71,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,49–72 Months,$90.01–$120,0.2837534002621543,28.38,No,Yes,Low Risk,28,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,49–72 Months,$70.01–$90,0.012227827155018658,1.22,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8919-FYFQZ,Male,1,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,25–48 Months,$0–$35,0.2194699864656602,21.95,No,No,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,49–72 Months,$70.01–$90,0.018635670685540024,1.86,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2834-JRTUA,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,49–72 Months,$90.01–$120,0.08397909929323788,8.4,No,No,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5875-YPQFJ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,0–12 Months,$35.01–$70,0.7061787168448727,70.62,Yes,Yes,High Risk,71,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
5879-SESNB,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No,0–12 Months,$70.01–$90,0.6089774050130753,60.9,Yes,No,High Risk,61,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,49–72 Months,$90.01–$120,0.3162886674882212,31.63,No,No,Medium Risk,32,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6461-PPAXN,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,No,25–48 Months,$35.01–$70,0.03440990052195868,3.44,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3318-ISQFQ,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No,13–24 Months,$0–$35,0.11709558920597725,11.71,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1106-HRLKZ,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,No,25–48 Months,$0–$35,0.00823991710282451,0.82,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2483-XSSMZ,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,No,25–48 Months,$35.01–$70,0.07289237756200838,7.29,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8603-IJWDN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Yes,0–12 Months,$70.01–$90,0.794653032897208,79.47,Yes,Yes,High Risk,79,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
8165-ZJRNM,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,No,49–72 Months,$0–$35,0.0024309616893937983,0.24,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9369-XFEHK,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,25–48 Months,$70.01–$90,0.4253600455199797,42.54,No,No,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2604-XVDAM,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,0–12 Months,$35.01–$70,0.24541936408758455,24.54,No,Yes,Low Risk,25,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3717-OFRTN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No,0–12 Months,$0–$35,0.18313307358843423,18.31,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9046-JBFWA,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,No,25–48 Months,$0–$35,0.05515247053048075,5.52,No,Yes,Low Risk,6,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,No,25–48 Months,$0–$35,0.018698333429552058,1.87,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1206-EHBDD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No,49–72 Months,$70.01–$90,0.029813548755633693,2.98,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8361-LBRDI,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1423.85,No,49–72 Months,$0–$35,0.0054958205959538655,0.55,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4883-KCPZJ,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,No,13–24 Months,$0–$35,0.022322175483215398,2.23,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9108-EQPNQ,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,No,0–12 Months,$0–$35,0.03698205136311693,3.7,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7277-KAMWT,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,268.45,No,13–24 Months,$0–$35,0.030962926159046576,3.1,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3842-IYKUE,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes,25–48 Months,$70.01–$90,0.2181557626610503,21.82,No,No,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6641-XRPSU,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes,25–48 Months,$35.01–$70,0.33268389156576655,33.27,No,No,Medium Risk,33,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1374-DMZUI,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,Yes,0–12 Months,$90.01–$120,0.8410693195732114,84.11,Yes,Yes,High Risk,84,Priority 1 - Critical,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2545-LXYVJ,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No,49–72 Months,$0–$35,0.0021479769742331315,0.21,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3234-VKACU,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No,0–12 Months,$70.01–$90,0.4334224537763826,43.34,No,Yes,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8357-EQXFO,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes,0–12 Months,$90.01–$120,0.7460065430337517,74.6,Yes,Yes,High Risk,75,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
1989-PRJHP,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes,25–48 Months,$70.01–$90,0.6020795524041761,60.21,Yes,Yes,High Risk,60,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
8120-JDCAM,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No,0–12 Months,$35.01–$70,0.5667897504638748,56.68,Yes,No,Medium Risk,57,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8917-FAEMR,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,No,25–48 Months,$0–$35,0.011348756993368013,1.13,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7047-YXDMZ,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,417.7,No,13–24 Months,$0–$35,0.08657301358385984,8.66,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2858-EIMXH,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,No,49–72 Months,$90.01–$120,0.29160752706386,29.16,No,Yes,Low Risk,29,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9524-EGPJC,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes,13–24 Months,$90.01–$120,0.6163740846612407,61.64,Yes,Yes,High Risk,62,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package,Yes
6993-OHLXR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,0–12 Months,$35.01–$70,0.6136031771063343,61.36,Yes,Yes,High Risk,61,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
8818-XYFCQ,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,25–48 Months,$90.01–$120,0.4304169462365386,43.04,No,No,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6419-ZTTLE,Male,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,485.2,No,13–24 Months,$0–$35,0.0899316943048532,8.99,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0929-HYQEW,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,No,0–12 Months,$35.01–$70,0.32389242811095115,32.39,No,Yes,Medium Risk,32,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6614-YOLAC,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,No,49–72 Months,$35.01–$70,0.008543779565640775,0.85,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7426-RHZGU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,No,0–12 Months,$90.01–$120,0.5757307635311864,57.57,Yes,No,Medium Risk,58,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4065-JJAVA,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No,0–12 Months,$35.01–$70,0.3810585659011777,38.11,No,Yes,Medium Risk,38,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4695-VADHF,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes,13–24 Months,$35.01–$70,0.2861368057205417,28.61,No,No,Low Risk,29,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
